codigo_sku,nome_projeto,segmentacao_prioridade,estoque_atual,consumo_medio_diario,cobertura_dias,acao_ressuprimento,sinal_redistribuicao
MULTACOND,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MULTALOCEQUIP,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
P&D0002,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PACB024,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PACB098,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PACB099,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PACB099,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB001,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB004,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB004L,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB006,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB008,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB026,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB030,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB032,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB036L,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB036L,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB038,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB042,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB042,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB044,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PATB046,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0005,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0007,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0009,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0010,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0011,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0012,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0014,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0015,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0016,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0017,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0018,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0021,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0023,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0025,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0027,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0028,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0028,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0032,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0033,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0035,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0038,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0039,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0040,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0044,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0045,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0046,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0047,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTI0048,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTN0002,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
PTN0010,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
REEMBDESP,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
REEMBDESP,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
REEMBDESP,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
REEMBDIVERSOFAT,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
REEMBDIVERSOFAT,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
REEMBFORN,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
REEMBFORN,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
REEMBFORN,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
REEMBFORN,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
REEMBLOC,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
RPA0001,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
RPA0001,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
RPA0001,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
RU.PLAN,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
RU.PLAN,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
RU.PLAN,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
RU.PLAN,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
RU.PLAN,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
RU.PLAN,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
RU.PLAN,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
RU.PLAN,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0002,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0003,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0004,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0004,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0004,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0004,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0005,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0007,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0007,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0007,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0007,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0007,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0007,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0007,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0008,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0008,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0008,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0008,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0011,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0013,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0013,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0013,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0013,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0013,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0013,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0013,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0014,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0014,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0015,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0101,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0102,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0103,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0103,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0103,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0104,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0105,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0105,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0105,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0106,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0106,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0107,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0107,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0107,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0108,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0108,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0109,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0109,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0201,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0302,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0302,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0303,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0304,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0304,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0304,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0305,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0305,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0305,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0401,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0401,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0401,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0401,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0401.1,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0403,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0422,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0422,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0422,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0422,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0423,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0604,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0604,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0701,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0701,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0701,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0701,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0701,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0701,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE07011,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE07011,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE07011,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE07011,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0702,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0702,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0702,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0702,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0702,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0702,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0702,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0702,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0702,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE07021,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE07021,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0703,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0703,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0703,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0703,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0703,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0703,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0705,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0705,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0705,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0705,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0705,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0705,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0705,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0705,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0705,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0706,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0706,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0706,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0706,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0709,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0709,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0709,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0709,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0709,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0709,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0709,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0709,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0709,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0710,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0710,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0710,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0710,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0710,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0710,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0710,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0710,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0710,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0711,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0711,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE07111,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE07111,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE07111,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0712,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0713,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0713,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0713,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0713,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0713,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0713,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0713,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0713,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0713,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0718,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE07498,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0802,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0802,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0901,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0902,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE0902,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE09021,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE1001,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE1001,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE1001,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE1001,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE1001,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
SE1001,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
