codigo_sku,nome_projeto,segmentacao_prioridade,estoque_atual,consumo_medio_diario,cobertura_dias,acao_ressuprimento,sinal_redistribuicao
BTB0046N-3,BikeRio,B,1.199,0,,sem historico de consumo,candidato a redistribuicao
BTB0051N,BikeSSA,B,44,0,,sem historico de consumo,candidato a redistribuicao
BTB0129,BikeBSB,B,250,0,,sem historico de consumo,candidato a redistribuicao
BTB0218,BikePE,B,200,0,,sem historico de consumo,candidato a redistribuicao
BTB0225,BikeBSB,B,27,0,,sem historico de consumo,candidato a redistribuicao
BTB0265,BikeCuritiba,B,174,0,,sem historico de consumo,candidato a redistribuicao
BBET0230,BikeBH,C,106,0,,sem historico de consumo,candidato a redistribuicao
BBET0285,BikeBH,C,100,0,,sem historico de consumo,candidato a redistribuicao
BBTI0046,BikePE,C,23,0,,sem historico de consumo,candidato a redistribuicao
BBTN0047,BikeSampa,C,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0070,BikeRio,C,49,0,,sem historico de consumo,candidato a redistribuicao
BEFN0096,BikeSampa,C,100,0,,sem historico de consumo,candidato a redistribuicao
BEFN0150,BikeRio,C,300,0,,sem historico de consumo,candidato a redistribuicao
BTB0019N,BikeSSA,C,448,0,,sem historico de consumo,candidato a redistribuicao
BTB0029N,BikeCuritiba,C,400,0,,sem historico de consumo,candidato a redistribuicao
BTB0032-6,BikeCuritiba,C,170,0,,sem historico de consumo,candidato a redistribuicao
BTB0033,BikeSampa,C,26,0,,sem historico de consumo,candidato a redistribuicao
BTB0036,BikeRio,C,434,0,,sem historico de consumo,candidato a redistribuicao
BTB0037,BikeBSB,C,58,0,,sem historico de consumo,candidato a redistribuicao
BTB0056N,BikeSSA,C,660,0,,sem historico de consumo,candidato a redistribuicao
BTB0075,BikePoa,C,464,0,,sem historico de consumo,candidato a redistribuicao
BTB0076,BikePoa,C,442,0,,sem historico de consumo,candidato a redistribuicao
BTB0078N,BikeBSB,C,201,0,,sem historico de consumo,candidato a redistribuicao
BTB0084N,BikePoa,C,200,0,,sem historico de consumo,candidato a redistribuicao
BTB0085N,BikeSSA,C,600,0,,sem historico de consumo,candidato a redistribuicao
BTB0090N,BikePoa,C,264,0,,sem historico de consumo,candidato a redistribuicao
BTB0095N,BikeSSA,C,301,0,,sem historico de consumo,candidato a redistribuicao
BTB0096,BikeRio,C,69,0,,sem historico de consumo,candidato a redistribuicao
BTB0174,BikeRio,C,800,0,,sem historico de consumo,candidato a redistribuicao
BBET0013,BikeBH,D,48,0,,sem historico de consumo,candidato a redistribuicao
BBET0021,BikeFloripa,D,21,0,,sem historico de consumo,candidato a redistribuicao
BBET0078,BikeBH,D,59,0,,sem historico de consumo,candidato a redistribuicao
BBET0087,BikeBH,D,51,0,,sem historico de consumo,candidato a redistribuicao
BBET0112,BikeFloripa,D,185,0,,sem historico de consumo,candidato a redistribuicao
BBET0117,BikeBH,D,80,0,,sem historico de consumo,candidato a redistribuicao
BBET0118,BikeBH,D,80,0,,sem historico de consumo,candidato a redistribuicao
BBET0184,BikeFloripa,D,101,0,,sem historico de consumo,candidato a redistribuicao
BBET0187,BikeBH,D,67,0,,sem historico de consumo,candidato a redistribuicao
BBET0187,BikeFloripa,D,67,0,,sem historico de consumo,candidato a redistribuicao
BBET0219,BikeBH,D,62,0,,sem historico de consumo,candidato a redistribuicao
BBET0238-2,BikeFloripa,D,48,0,,sem historico de consumo,candidato a redistribuicao
BBET0238-7,BikeBH,D,28,0,,sem historico de consumo,candidato a redistribuicao
BBET0273,BikeBH,D,217,0,,sem historico de consumo,candidato a redistribuicao
BEFI0001,BikeRio,D,26,0,,sem historico de consumo,candidato a redistribuicao
BEFI0023,BikeRio,D,112,0,,sem historico de consumo,candidato a redistribuicao
BEFI0035,BikeRio,D,30,0,,sem historico de consumo,candidato a redistribuicao
BEFI0057,BikeSampa,D,65,0,,sem historico de consumo,candidato a redistribuicao
BEFI0063,BikeRio,D,142,0,,sem historico de consumo,candidato a redistribuicao
BEFI0064,BikeRio,D,128,0,,sem historico de consumo,candidato a redistribuicao
BEFI0067,BikeSampa,D,39,0,,sem historico de consumo,candidato a redistribuicao
BEFI0074,BikeRio,D,100,0,,sem historico de consumo,candidato a redistribuicao
BEFN0054,BikeSampa,D,214,0,,sem historico de consumo,candidato a redistribuicao
BEFN0077,BikeRio,D,208,0,,sem historico de consumo,candidato a redistribuicao
BEFN0080,BikeRio,D,472,0,,sem historico de consumo,candidato a redistribuicao
BEFN0086,BikeRio,D,100,0,,sem historico de consumo,candidato a redistribuicao
BEFN0116,BikeRio,D,48,0,,sem historico de consumo,candidato a redistribuicao
BII0061,BikeCuritiba,D,37,0,,sem historico de consumo,candidato a redistribuicao
BII0062,BikeCuritiba,D,79,0,,sem historico de consumo,candidato a redistribuicao
BTB0082N,BikeBSB,D,21,0,,sem historico de consumo,candidato a redistribuicao
BBET0080,BikeBH,sem segmentacao,43,0,,sem historico de consumo,candidato a redistribuicao
BBET0103,BikeFloripa,sem segmentacao,49,0,,sem historico de consumo,candidato a redistribuicao
BBET0191,BikeBH,sem segmentacao,106,0,,sem historico de consumo,candidato a redistribuicao
BBET0218,BikeBH,sem segmentacao,84,0,,sem historico de consumo,candidato a redistribuicao
BBET0238-1,BikeFloripa,sem segmentacao,37,0,,sem historico de consumo,candidato a redistribuicao
BBET0328,BikeRio,sem segmentacao,215,0,,sem historico de consumo,candidato a redistribuicao
BBI0112,BikeCuritiba,sem segmentacao,216,0,,sem historico de consumo,candidato a redistribuicao
BBN0007,BikeRio,sem segmentacao,170,0,,sem historico de consumo,candidato a redistribuicao
BBTI0154,BikeRio,sem segmentacao,29,0,,sem historico de consumo,candidato a redistribuicao
BBTN0001-1,BikeSampa,sem segmentacao,350,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002,BikeBSB,sem segmentacao,27,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-0,BikeRio,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-1,BikeRio,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-1,BikeSampa,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-10,BikePE,sem segmentacao,90,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-11,BikePE,sem segmentacao,90,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-13,BikeRio,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-14,BikeRio,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-15,BikeRio,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-17,BikeRio,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-18,BikeRio,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-19,BikeRio,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-2,BikeRio,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-2,BikeSampa,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-20,BikeRio,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-21,BikeRio,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-22,BikeRio,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-23,BikeRio,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-3,BikeRio,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-3,BikeSampa,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-4,BikeRio,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-4,BikeSampa,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-5,BikeRio,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-5,BikeSampa,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-6,BikeRio,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-6,BikeSampa,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-7,BikeRio,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-7,BikeSampa,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-8,BikeRio,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-8,BikeSampa,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-9,BikeRio,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BBTN0002-9,BikeSampa,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BCB0087,BikePoa,sem segmentacao,27,0,,sem historico de consumo,candidato a redistribuicao
BCB0123-1,BikeSSA,sem segmentacao,44,0,,sem historico de consumo,candidato a redistribuicao
BCB0148,BikeBH,sem segmentacao,184,0,,sem historico de consumo,candidato a redistribuicao
BCB0195,BikeRio,sem segmentacao,51,0,,sem historico de consumo,candidato a redistribuicao
BCB0232,BikeRio,sem segmentacao,2.581,0,,sem historico de consumo,candidato a redistribuicao
BEFI0031,BikeSampa,sem segmentacao,60,0,,sem historico de consumo,candidato a redistribuicao
BEFI0053,BikeCuritiba,sem segmentacao,46,0,,sem historico de consumo,candidato a redistribuicao
BEFI0055,BikeSampa,sem segmentacao,32,0,,sem historico de consumo,candidato a redistribuicao
BEFI0056,BikeSampa,sem segmentacao,29,0,,sem historico de consumo,candidato a redistribuicao
BEFI0101,BikeRio,sem segmentacao,148,0,,sem historico de consumo,candidato a redistribuicao
BEFN0012,BikeRio,sem segmentacao,31,0,,sem historico de consumo,candidato a redistribuicao
BEFN0034,BikeBSB,sem segmentacao,46,0,,sem historico de consumo,candidato a redistribuicao
BII0080,BikeBH,sem segmentacao,110,0,,sem historico de consumo,candidato a redistribuicao
BIN0009,BikeCuritiba,sem segmentacao,186,0,,sem historico de consumo,candidato a redistribuicao
BIN0010,BikeCuritiba,sem segmentacao,65,0,,sem historico de consumo,candidato a redistribuicao
BIN0011,BikeCuritiba,sem segmentacao,38,0,,sem historico de consumo,candidato a redistribuicao
BOKI0083,BikeSSA,sem segmentacao,24,0,,sem historico de consumo,candidato a redistribuicao
BOKI0165,BikeRio,sem segmentacao,111,0,,sem historico de consumo,candidato a redistribuicao
BOKI0166,BikeRio,sem segmentacao,130,0,,sem historico de consumo,candidato a redistribuicao
BOKI0179,BikeSSA,sem segmentacao,24,0,,sem historico de consumo,candidato a redistribuicao
BOKN0025,BikeFloripa,sem segmentacao,148,0,,sem historico de consumo,candidato a redistribuicao
BPN0140,BikePE,sem segmentacao,250,0,,sem historico de consumo,candidato a redistribuicao
BSI0007,BikeCuritiba,sem segmentacao,40,0,,sem historico de consumo,candidato a redistribuicao
BSI0555,BikePE,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BSN0003,BikePE,sem segmentacao,800,0,,sem historico de consumo,candidato a redistribuicao
BSN0012,BikeRio,sem segmentacao,957,0,,sem historico de consumo,candidato a redistribuicao
BSN0013,BikePE,sem segmentacao,24,0,,sem historico de consumo,candidato a redistribuicao
BSN0103,BikePoa,sem segmentacao,75,0,,sem historico de consumo,candidato a redistribuicao
BSN0111,BikeRio,sem segmentacao,67,0,,sem historico de consumo,candidato a redistribuicao
BSN0113,BikeRio,sem segmentacao,153,0,,sem historico de consumo,candidato a redistribuicao
BSN0125,BikeRio,sem segmentacao,104,0,,sem historico de consumo,candidato a redistribuicao
BSN0126,BikePE,sem segmentacao,49,0,,sem historico de consumo,candidato a redistribuicao
BSN0501,BikeRio,sem segmentacao,28,0,,sem historico de consumo,candidato a redistribuicao
BSN0507,BikePE,sem segmentacao,600,0,,sem historico de consumo,candidato a redistribuicao
BSN0511,BikePE,sem segmentacao,232,0,,sem historico de consumo,candidato a redistribuicao
BTB0003-1,BikePE,sem segmentacao,2.000,0,,sem historico de consumo,candidato a redistribuicao
BTB0005-2,BikePE,sem segmentacao,30,0,,sem historico de consumo,candidato a redistribuicao
BTB0005-3,BikePE,sem segmentacao,60,0,,sem historico de consumo,candidato a redistribuicao
BTB0005N,BikePE,sem segmentacao,71,0,,sem historico de consumo,candidato a redistribuicao
BTB0020,BikePoa,sem segmentacao,300,0,,sem historico de consumo,candidato a redistribuicao
BTB0024N,BikeCuritiba,sem segmentacao,22,0,,sem historico de consumo,candidato a redistribuicao
BTB0025N,BikePoa,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
BTB0026,BikeSSA,sem segmentacao,280,0,,sem historico de consumo,candidato a redistribuicao
BTB0027-2,BikeBH,sem segmentacao,112,0,,sem historico de consumo,candidato a redistribuicao
BTB0036N,BikeBH,sem segmentacao,43,0,,sem historico de consumo,candidato a redistribuicao
BTB0047N,BikeRio,sem segmentacao,200,0,,sem historico de consumo,candidato a redistribuicao
BTB0049,BikeRio,sem segmentacao,283,0,,sem historico de consumo,candidato a redistribuicao
BTB0050,BikePE,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BTB0057,BikePoa,sem segmentacao,161,0,,sem historico de consumo,candidato a redistribuicao
BTB0059N,BikeFloripa,sem segmentacao,66,0,,sem historico de consumo,candidato a redistribuicao
BTB0068N,BikeRio,sem segmentacao,226,0,,sem historico de consumo,candidato a redistribuicao
BTB0069N-1,BikeSampa,sem segmentacao,299,0,,sem historico de consumo,candidato a redistribuicao
BTB0082,BikeRio,sem segmentacao,97,0,,sem historico de consumo,candidato a redistribuicao
BTB0084,BikeSSA,sem segmentacao,200,0,,sem historico de consumo,candidato a redistribuicao
BTB0085N-1,BikeBH,sem segmentacao,210,0,,sem historico de consumo,candidato a redistribuicao
BTB0087,BikeBH,sem segmentacao,154,0,,sem historico de consumo,candidato a redistribuicao
BTB0087N,BikePoa,sem segmentacao,250,0,,sem historico de consumo,candidato a redistribuicao
BTB0088,BikeFloripa,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
BTB0089,BikePoa,sem segmentacao,45,0,,sem historico de consumo,candidato a redistribuicao
BTB0090,BikeSampa,sem segmentacao,572,0,,sem historico de consumo,candidato a redistribuicao
BTB0091N,BikeBH,sem segmentacao,85,0,,sem historico de consumo,candidato a redistribuicao
BTB0092-N,BikePE,sem segmentacao,264,0,,sem historico de consumo,candidato a redistribuicao
BTB0093,BikeRio,sem segmentacao,1.229,0,,sem historico de consumo,candidato a redistribuicao
BTB0096N,BikeBSB,sem segmentacao,119,0,,sem historico de consumo,candidato a redistribuicao
BTB0100,BikePE,sem segmentacao,209,0,,sem historico de consumo,candidato a redistribuicao
BTB0112,BikePE,sem segmentacao,"52,09",0,,sem historico de consumo,candidato a redistribuicao
BTB0126,BikeSSA,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BTB0127,BikeFloripa,sem segmentacao,450,0,,sem historico de consumo,candidato a redistribuicao
BTB0130,BikeBH,sem segmentacao,393,0,,sem historico de consumo,candidato a redistribuicao
BTB0139,BikePE,sem segmentacao,861,0,,sem historico de consumo,candidato a redistribuicao
BTB0149N-1,BikeRio,sem segmentacao,94,0,,sem historico de consumo,candidato a redistribuicao
BTB0152,BikeBH,sem segmentacao,35,0,,sem historico de consumo,candidato a redistribuicao
BTB0158,BikeBH,sem segmentacao,325,0,,sem historico de consumo,candidato a redistribuicao
BTB0158N-1,BikeSSA,sem segmentacao,542,0,,sem historico de consumo,candidato a redistribuicao
BTB0177,BikeSampa,sem segmentacao,66,0,,sem historico de consumo,candidato a redistribuicao
BTB0179,BikeBSB,sem segmentacao,80,0,,sem historico de consumo,candidato a redistribuicao
BTB0179-99,BikeBSB,sem segmentacao,38,0,,sem historico de consumo,candidato a redistribuicao
BTB0203,BikePoa,sem segmentacao,500,0,,sem historico de consumo,candidato a redistribuicao
BTB0206,BikePoa,sem segmentacao,89,0,,sem historico de consumo,candidato a redistribuicao
BTB0210,BikePoa,sem segmentacao,247,0,,sem historico de consumo,candidato a redistribuicao
BTB0221,BikePoa,sem segmentacao,162,0,,sem historico de consumo,candidato a redistribuicao
BTB0224N,BikeSSA,sem segmentacao,190,0,,sem historico de consumo,candidato a redistribuicao
BTB0259-V2,BikeCuritiba,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BTB0259-V5,BikeCuritiba,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BTB0260-V2,BikeCuritiba,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BTB0260-V5,BikeCuritiba,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BTB0261,BikeCuritiba,sem segmentacao,93,0,,sem historico de consumo,candidato a redistribuicao
BTB0261-V2,BikeCuritiba,sem segmentacao,95,0,,sem historico de consumo,candidato a redistribuicao
BTB0261-V3,BikeCuritiba,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BTB0272,BikeRio,sem segmentacao,340,0,,sem historico de consumo,candidato a redistribuicao
BTB0274,BikePE,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BTB0274,BikePoa,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
BTB0276,BikeRio,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
EET0006-1,BikeBH,sem segmentacao,34,0,,sem historico de consumo,candidato a redistribuicao
EET0008,BikeBH,sem segmentacao,65,0,,sem historico de consumo,candidato a redistribuicao
EET0100-1,BikeBH,sem segmentacao,55,0,,sem historico de consumo,candidato a redistribuicao
EET0101-1,BikeBH,sem segmentacao,51,0,,sem historico de consumo,candidato a redistribuicao
ETB0002,BikeSSA,sem segmentacao,110,0,,sem historico de consumo,candidato a redistribuicao
ETB0003,BikeBSB,sem segmentacao,384,0,,sem historico de consumo,candidato a redistribuicao
ETB0004,BikeSSA,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
ETB0005,BikeSSA,sem segmentacao,96,0,,sem historico de consumo,candidato a redistribuicao
ETB0007,BikeSSA,sem segmentacao,712,0,,sem historico de consumo,candidato a redistribuicao
ETB0011,BikeSSA,sem segmentacao,111,0,,sem historico de consumo,candidato a redistribuicao
ETB0012,BikeBSB,sem segmentacao,132,0,,sem historico de consumo,candidato a redistribuicao
ETB0012N-1,BikeRio,sem segmentacao,33,0,,sem historico de consumo,candidato a redistribuicao
ETB0013,BikeSSA,sem segmentacao,619,0,,sem historico de consumo,candidato a redistribuicao
ETB0020,BikeSSA,sem segmentacao,34,0,,sem historico de consumo,candidato a redistribuicao
ETB0023,BikeSSA,sem segmentacao,94,0,,sem historico de consumo,candidato a redistribuicao
ETB0027-2,BikePoa,sem segmentacao,179,0,,sem historico de consumo,candidato a redistribuicao
ETB0028,BikePoa,sem segmentacao,230,0,,sem historico de consumo,candidato a redistribuicao
ETB0036,BikeBSB,sem segmentacao,200,0,,sem historico de consumo,candidato a redistribuicao
ETB0036,BikeCuritiba,sem segmentacao,200,0,,sem historico de consumo,candidato a redistribuicao
ETB0070,BikePE,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
ETB0073,BikeSSA,sem segmentacao,80,0,,sem historico de consumo,candidato a redistribuicao
ETB0074,BikeSSA,sem segmentacao,28,0,,sem historico de consumo,candidato a redistribuicao
ETB0110,BikePE,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
ETB0113,BikeBSB,sem segmentacao,71,0,,sem historico de consumo,candidato a redistribuicao
ETB0121,BikeSSA,sem segmentacao,161,0,,sem historico de consumo,candidato a redistribuicao
ETB0122,BikeSampa,sem segmentacao,46,0,,sem historico de consumo,candidato a redistribuicao
ETB0123,BikeSSA,sem segmentacao,204,0,,sem historico de consumo,candidato a redistribuicao
ETB0149-1,BikeRio,sem segmentacao,57,0,,sem historico de consumo,candidato a redistribuicao
ETB0150,BikePE,sem segmentacao,58,0,,sem historico de consumo,candidato a redistribuicao
ETB0150-1,BikeRio,sem segmentacao,102,0,,sem historico de consumo,candidato a redistribuicao
ETB0268,BikeSSA,sem segmentacao,29,0,,sem historico de consumo,candidato a redistribuicao
ETB0281,BikeSSA,sem segmentacao,21,0,,sem historico de consumo,candidato a redistribuicao
ETB0300,BikePE,sem segmentacao,25,0,,sem historico de consumo,candidato a redistribuicao
ETB0301,BikeSSA,sem segmentacao,34,0,,sem historico de consumo,candidato a redistribuicao
ETB0302,BikeSSA,sem segmentacao,83,0,,sem historico de consumo,candidato a redistribuicao
ETB0338-1,BikeSSA,sem segmentacao,32,0,,sem historico de consumo,candidato a redistribuicao
ETB0346-1,BikeSampa,sem segmentacao,46,0,,sem historico de consumo,candidato a redistribuicao
ETB0555,BikeRio,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
ETB0562,BikeRio,sem segmentacao,50,0,,sem historico de consumo,candidato a redistribuicao
ETB0574,BikeRio,sem segmentacao,44,0,,sem historico de consumo,candidato a redistribuicao
ETB0578,BikeRio,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
ETB0580,BikeRio,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
ETB0595,BikeRio,sem segmentacao,94,0,,sem historico de consumo,candidato a redistribuicao
ETB0601,BikeRio,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
FCB0003,BikeRio,sem segmentacao,24,0,,sem historico de consumo,candidato a redistribuicao
FCB0017,BikePE,sem segmentacao,60,0,,sem historico de consumo,candidato a redistribuicao
FCB0113,BikeRio,sem segmentacao,21,0,,sem historico de consumo,candidato a redistribuicao
FCB0118,BikeRio,sem segmentacao,23,0,,sem historico de consumo,candidato a redistribuicao
FCB0150,BikeRio,sem segmentacao,25,0,,sem historico de consumo,candidato a redistribuicao
FCB0194,BikeBSB,sem segmentacao,441,0,,sem historico de consumo,candidato a redistribuicao
FSN0008,BikeRio,sem segmentacao,48,0,,sem historico de consumo,candidato a redistribuicao
FTB0015,BikeRio,sem segmentacao,31,0,,sem historico de consumo,candidato a redistribuicao
FTB0022,BikeSampa,sem segmentacao,24,0,,sem historico de consumo,candidato a redistribuicao
FTB0080,BikeSampa,sem segmentacao,34,0,,sem historico de consumo,candidato a redistribuicao
FTB0083,BikeRio,sem segmentacao,54,0,,sem historico de consumo,candidato a redistribuicao
FTB0130,BikeSampa,sem segmentacao,23,0,,sem historico de consumo,candidato a redistribuicao
FTB0132,BikeSampa,sem segmentacao,34,0,,sem historico de consumo,candidato a redistribuicao
FTB0143,BikeSampa,sem segmentacao,42,0,,sem historico de consumo,candidato a redistribuicao
FTB0145,BikeRio,sem segmentacao,43,0,,sem historico de consumo,candidato a redistribuicao
FTB0156,BikeRio,sem segmentacao,41,0,,sem historico de consumo,candidato a redistribuicao
FTB0157,BikeSampa,sem segmentacao,23,0,,sem historico de consumo,candidato a redistribuicao
FTB0158,BikeSampa,sem segmentacao,52,0,,sem historico de consumo,candidato a redistribuicao
FTB0186,BikeSampa,sem segmentacao,46,0,,sem historico de consumo,candidato a redistribuicao
FTB0231,BikeRio,sem segmentacao,31,0,,sem historico de consumo,candidato a redistribuicao
FTB0241,BikeRio,sem segmentacao,70,0,,sem historico de consumo,candidato a redistribuicao
FTB0242,BikeRio,sem segmentacao,58,0,,sem historico de consumo,candidato a redistribuicao
FTB0313,BikeRio,sem segmentacao,25,0,,sem historico de consumo,candidato a redistribuicao
FTB0348,BikeRio,sem segmentacao,30,0,,sem historico de consumo,candidato a redistribuicao
FTB0353,BikeRio,sem segmentacao,21,0,,sem historico de consumo,candidato a redistribuicao
FTB0366,BikeRio,sem segmentacao,24,0,,sem historico de consumo,candidato a redistribuicao
GPS0006,BikePoa,sem segmentacao,100,0,,sem historico de consumo,candidato a redistribuicao
GPS0010,BikeRio,sem segmentacao,97,0,,sem historico de consumo,candidato a redistribuicao
BBET0008,BikeBH,A,124,0,,sem historico de consumo,sem oportunidade clara
BBET0008,BikeFloripa,A,102,0,,sem historico de consumo,sem oportunidade clara
BBET0010,BikeBH,A,108,0,,sem historico de consumo,sem oportunidade clara
BBET0010,BikeFloripa,A,179,0,,sem historico de consumo,sem oportunidade clara
BBET0070,BikeBH,A,150,0,,sem historico de consumo,sem oportunidade clara
BBET0070,BikeFloripa,A,10,0,,sem historico de consumo,sem oportunidade clara
BBET0095,BikeBH,A,33,0,,sem historico de consumo,sem oportunidade clara
BBET0095,BikeFloripa,A,26,0,,sem historico de consumo,sem oportunidade clara
BBET0096,BikeBH,A,3,0,,sem historico de consumo,sem oportunidade clara
BBET0102,BikeFloripa,A,5,0,,sem historico de consumo,sem oportunidade clara
BBET0183,BikeBH,A,79,0,,sem historico de consumo,sem oportunidade clara
BBET0233-2,BikeFloripa,A,334,0,,sem historico de consumo,sem oportunidade clara
BBET0252,BikeFloripa,A,104,0,,sem historico de consumo,sem oportunidade clara
BBET0253,BikeFloripa,A,43,0,,sem historico de consumo,sem oportunidade clara
BBET0257,BikeBH,A,233,0,,sem historico de consumo,sem oportunidade clara
BBET0257,BikeFloripa,A,75,0,,sem historico de consumo,sem oportunidade clara
BBTI0000,BikeBSB,A,22,0,,sem historico de consumo,sem oportunidade clara
BBTI0000,BikePE,A,10,0,,sem historico de consumo,sem oportunidade clara
BBTI0000,BikePoa,A,25,0,,sem historico de consumo,sem oportunidade clara
BBTI0000,BikeSSA,A,47,0,,sem historico de consumo,sem oportunidade clara
BBTI0002,BikeBSB,A,17,0,,sem historico de consumo,sem oportunidade clara
BBTI0004,BikeBSB,A,8,0,,sem historico de consumo,sem oportunidade clara
BBTI0006,BikeBSB,A,9,0,,sem historico de consumo,sem oportunidade clara
BBTI0006,BikePE,A,20,0,,sem historico de consumo,sem oportunidade clara
BBTI0006,BikePoa,A,7,0,,sem historico de consumo,sem oportunidade clara
BBTI0006,BikeSSA,A,10,0,,sem historico de consumo,sem oportunidade clara
BBTI0008,BikeBSB,A,3,0,,sem historico de consumo,sem oportunidade clara
BBTI0008,BikePE,A,20,0,,sem historico de consumo,sem oportunidade clara
BBTI0008,BikePoa,A,20,0,,sem historico de consumo,sem oportunidade clara
BBTI0008,BikeRio,A,10,0,,sem historico de consumo,sem oportunidade clara
BBTI0008,BikeSSA,A,20,0,,sem historico de consumo,sem oportunidade clara
BBTI0024-1,BikeBSB,A,2,0,,sem historico de consumo,sem oportunidade clara
BBTI0024-1,BikePE,A,2,0,,sem historico de consumo,sem oportunidade clara
BBTI0024-1,BikeSSA,A,2,0,,sem historico de consumo,sem oportunidade clara
BBTI0043,BikeBSB,A,10,0,,sem historico de consumo,sem oportunidade clara
BBTI0043,BikePoa,A,48,0,,sem historico de consumo,sem oportunidade clara
BBTI0079,BikeBSB,A,2,0,,sem historico de consumo,sem oportunidade clara
BBTI0079,BikePE,A,14,0,,sem historico de consumo,sem oportunidade clara
BBTI0079,BikePoa,A,3,0,,sem historico de consumo,sem oportunidade clara
BBTI0079,BikeRio,A,42,0,,sem historico de consumo,sem oportunidade clara
BBTI0079,BikeSampa,A,18,0,,sem historico de consumo,sem oportunidade clara
BBTI0097,BikeBSB,A,20,0,,sem historico de consumo,sem oportunidade clara
BBTI0097,BikePE,A,30,0,,sem historico de consumo,sem oportunidade clara
BBTI0097,BikePoa,A,50,0,,sem historico de consumo,sem oportunidade clara
BBTI0097,BikeRio,A,113,0,,sem historico de consumo,sem oportunidade clara
BBTN0001,BikeBSB,A,125,0,,sem historico de consumo,sem oportunidade clara
BBTN0004-1,BikeBSB,A,66,0,,sem historico de consumo,sem oportunidade clara
BBTN0004-1,BikePoa,A,149,0,,sem historico de consumo,sem oportunidade clara
BBTN0004-1,BikeSSA,A,118,0,,sem historico de consumo,sem oportunidade clara
